BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings
9094,"MacArthur: The Road to Bataan, Dec 1941 - Jan 1942",1985,"Macarthur: The Road to Bataan covers the battle of Luzon Island during the winter of 1941-1942. Basically this game deals with a large island that must defend itself without any hope of significant outside help, against an enemy that can strike from virtually any direction. The Japanese can assault the island at many different points, causing the Allies (Filipinos and Americans) to be very wary of being drawn too far from the island's prize, Manila Bay, the main harbor at Manila, and the fortress of Corregidor, that controls the entrance.&#10;Published in The Wargamer Magazine issue 44.&#10;___________________&#10;&#10;""MacArthur: The Road to Bataan Dec 1941 - Jan 1942"", second edition, was published in Paper Wars #90 (Summer 2018 magazine & game issue), by Compass Games.&#10;&#10;Information from the Compass / Paper Wars #90 website (https://www.compassgames.com/paperwars/issue-90-magazine-game.html) :&#10;&#10;Paper Wars Issue 90:&#10;&#10;""MacArthur: The Road to Bataan covers the battle of Luzon Island during the winter of 1941-1942.  Basically this game deals with a large island that must defend itself without any hope of significant outside help, against an enemy that can strike from virtually any direction.  The Japanese can assault the island at many different points, causing the Allies (Filipinos and Americans) to be very wary of being drawn too far from the island's prize, Manila Bay, the main harbor at Manila, and the fortress of Corregidor, that controls the entrance.  This game originally appeared in Wargamer #44 and is designed by Jack Greene.""&#10; Product Information:&#10;&#10;Complexity: 1-10 (high):  5&#10;    Solitaire Suitability: 1-10 (high):  6&#10;    Time Scale:  3 Days per Game Turn&#10;    Map Scale:  11 km per hex&#10;    Unit Scale:  Division and some Regiments&#10;    Players:  2&#10;    Playtime:  12 hours&#10;&#10;",2,2,120,120,5.9383,5.50391,47
171965,Sentinels of the Multiverse: Villains of the Multiverse,2015,"Description from the publisher:&#10;&#10;The many villains from the Multiverse have been bested by the Freedom Five or Dark Watch or the Prime Wardens or even heroes not from a particular team. Many of those villains are prideful and would not deign to work with others, as their goals would not align. However, some of them have seen the value of cooperating towards a common goal, and those villains have joined forces, even at cross purposes, to defeat the heroes who have harried them for so long.&#10;&#10;Some of these villains, such as Plague Rat or Biomancer, are more hesitant to work with other villains, whereas others, such as Citizens Hammer & Anvil or Sergeant Steel, are more than happy to join forces with other like-minded combatants.&#10;&#10;Villains of the Multiverse is a collection of ten super-powered villains for Sentinels of the Multiverse, and rather than being standalone villains, they work as part of a team of villains in the play style introduced in Sentinels of the Multiverse: Vengeance to group villains together as a team fighting against the hero team. Additionally, Villains of the Multiverse includes four new environments that can be used in any Sentinels of the Multiverse game.&#10;&#10;",2,5,60,60,7.82459,5.98643,593
99581,Dice Cricket,0,"Dice cricket is a dexterity and dice cricket game. There are no dates on the box or directions, but the general style suggests that it may be from the 1930s or 1940s. The directions (nothing as common as rules in this game) leave it to the players to decide how to organise the match - innings, numbers of players and so on.&#10;&#10;Players put the pair of stumps about 5 to 6 feet apart (""the average length of an ordinary dining table"" as the directions helpfully tell us). Dice are used as balls in the game. The bowler gently pitches a die (with faces 1, 2, 4, 6, out and NR (for no runs) to the batsman, preferably without the die touching the table. The batsman tries to hit it. If he misses and the stumps are hit, the batsman is out bowled. If he hits the die and it is caught by the bowler, the player is out caught. Otherwise, if he hits it, the result of the shot is shown by the top face of the die.&#10;&#10;",2,0,0,0,3.0,0.0,1
258814,Poor Choices: Black Mamba Expansion,2017,The Second Expansion Pack includes 112 brand new cards that work well when combined with the Adult Edition.&#10;&#10;,3,10,30,120,6.33333,0.0,3
112835,Slasher Movie,2011,"Slasher Movie is a game of Survival Horror, Detection, and Betrayal for 2-6 Players. In Slasher Movie, you play as a character in your very own horror movie. You can play the game trying to save Victims from the various Slashers in your town. Or, you may try to discover who&rsquo;s responsible for the latest killing. But beware, one of your fellow players may also be a Slasher, ready to strike when you least expect it. What&rsquo;s more, You may be a Slasher yourself, plotting the demise of everyone else.&#10;&#10;&#10;",2,6,30,30,0.0,0.0,0
146926,Spy Alley: Dice Game,2013,"Publisher Blurb:&#10;&#10;In Spy Alley Dice, each player becomes a spy for their given country. Players roll the dice for a chance to guess their opponents identities. If a player rolls 3 of a kind, they may take a guess of any player as the spy that is on the three dice. If a player rolls five of a kind, they may either guess a player as any spy, or they may take a big chance and try to accomplish their mission. To accomplish their mission, the player that rolled the 5 of a kind must ask each player in a clockwise manner if they want to guess him as the spy identity on the dice. If no player is willing to make a guess and the player is the spy on the dice, that player has accomplished his mission and wins the game. Otherwise, the last player remaining in the game is the winner.&#10;&#10;",2,6,15,15,4.47368,0.0,19
18082,Australian Menagerie: Tropical Rainforest Habitat,2004,"This is the Tropical Rainforest Habitat add on for Australian Menagerie. The animal cards included included are 4 Cairns Birdwing Butterfly, 4 Cassorwary, 4 Crocodile and 4 Striped Possum.&#10;&#10;Each animal card is unique, it has *different* information about the animal on each, as with all Australian Menagerie animal cards.&#10;&#10;Environmental Threat: Feral Pigs&#10;Management Strategy:  Feral Pigs&#10;&#10;There are also 3 Habitat place mats included with a tropical rain forest illustration.&#10;&#10;Expands:&#10;&#10;    Australian Menagerie&#10;&#10;&#10;",2,6,30,30,7.0,0.0,10
25844,Leksis,2002,"Description from the back of the box:&#10;&#10;Leksis is a literary game, where you construct your own crossword puzzles. Again and again.&#10;&#10;You can play alone or with others, and you decide for yourself how hard it should be.&#10;&#10;Leksis contains 240 letter-pieces. A game where you can play with word puzzles in any language.&#10;&#10;",1,3,0,0,0.0,0.0,0
175935,Monstrocards,2015,"Monstrocards is a party card game in which players quickly create their own cards and pit them against other players&rsquo; cards in a series of duels. Because you don&rsquo;t have much time to create your deck, what comes out is often weird, sometimes creepy, and usually hilarious. When two players pit their cards against each other, the players who aren&rsquo;t dueling vote on which card wins.&#10;&#10;",3,7,60,0,6.0,0.0,2
34276,Cassino '44: Gateway to Rome,2009,"From the publisher:&#10;&#10;Between January and May 1944, Allied forces launched four major attacks on German positions at the abbey of Monte Cassino.  Three times the Germans drove them back, until finally on 18 May 1944 a troop of Polish Lancers raised their red-and-white pennant over the ruins. Over 50,000 Allied soldiers and more than 20,000 Germans fell in the struggle for Monte Cassino.&#10;&#10;Cassino '44 is a complete boxed game in the Panzer Grenadier series by David Murray, covering all four of the battles. From the initial American assaults through the final Polish conquest, every stage of the battle is depicted in scenario form with two lengthy campaign games covering the entire affair.&#10;&#10;Forces involved include the tough American 36th ""Texas"" Division, the 4th and 8th Indian Divisions including Gurkha battalions, the 2nd New Zealand Division with its brigade of Sherman tanks and elite Maori Battalion, and the hard-fighting exiles of the Polish II Corps.  On the German side, the 1st Parachute Division was probably the best formation the Axis put into the field in World War II, and it's assisted by the 15th Panzer Grenadier Division and other formations.&#10;&#10;This game is part of the Panzer Grenadier series&#10;&#10;",2,2,120,120,7.69767,5.58149,86
102118,Turkish Tafl,2011,"This is Game #24 in the Games on Half a Checkerboard Series.&#10;&#10;This game is a fusion of Turkish Checkers with the Tafl family of games.  The game combines the jump capture and promotion found in games in the Checkers family, with the win conditions found in games in the Tafl family, with modifications made to both families of abstract strategy games, to work on an 8x4 board.&#10;&#10;From the Turkish Checkers family comes orthogonal sliding and jumping, and promotion of pieces for the Defending side.  The King side of the game borrows the goal of exiting off a side of the board from the Tafl family.&#10;&#10;Edit: Playable on Tabletopia in this collection:&#10;https://tabletopia.com/games/alquerque-and-friends&#10;&#10;",2,2,0,0,7.0,0.0,1
5001,Telepaths,1992,"This game is much like the few years later published What Were You Thinking? The objective is for teammates to think of the same list of five words when viewing a common card (e.g. a picture of an apple).  For each matching entry, the partners move forward on the game board. Some editions include peel-up erasing tablets, others a simple writing pad and the players are expected to provide pens or pencils.&#10;&#10;",4,24,60,60,6.22872,5.54034,141
37906,Firestorm Armada,2009,"This is an action packed game of starship combat set within the boundaries of the Firestorm Universe. War has erupted in the space surrounding the Terran Worlds and nothing looks set to stop the Invaders. Race after race has been plunged into the abyss of the conflict and no one race has so far been able to stop the invaders. Now the Terran Alliance has been forced to react with the full capability of its military machine.&#10;&#10;You control powerful fleets of frigates, cruisers, battleships and transport ships as you fight as a Terran commander, an Invading fleet commander or one of the outlying star systems that has allied itself with the Terrans to combat the threat.&#10;&#10;Models are primarily resin with some white metal components. A full color rule book supports the models, along with decks of game cards, templates, tokens, historical background documents and much, much more.&#10;&#10;Who will you be? A defender or an invader...&#10;&#10;",2,4,90,90,7.19793,5.60761,169
68239,Scrabble People Letter-Matching Board Game,1985,"From the back of the box: Youngsters will enjoy this exciting race game. Players choose a word card from the 18 colorfully illustrated cards in this game and must match letter cards to complete their word. Everytime they spin the spinner and land on a matching colored space, they receive 1, 2 or 3 letter cards. The player who completes his 3 letter word first must then head to Sir Scrabble's castle and receive the gold key to win the game.&#10;&#10;",2,4,0,0,5.0,0.0,2
258296,Champions of Arathus,0,"Champions of Arathus is a tabletop game for 3 to 6 players based on RPGs with medieval scenery, but without all those complicated rules of the genre. In this game, you and your friends assume the role of the adventurer at an unknown island in a quest the maximum glory of being the next Champion of Arathus.&#10;Every match the players must fulfill a determined quest (which will be set at the beginning of the match), ranging from defeating unknown beasts to defending cities that have not been destroyed. It can put players against each other or make them work together to achieve a goal, forcing heroes to put their differences aside for a greater good.&#10;Choose your weapon, wear your armor and discover this new and challenging land to become the new Champion of Arathus. Finally yet importantly, have fun!&#10;&#10;",3,6,30,90,0.0,0.0,0
