BGGId,Name,Year_Published,Description,Min_Players,Max_Players,Min_Playtime,Max_Playtime,Average_Rating,Bayesian_Average_Rating,Number_of_Ratings,Mechanics,Categories
113294,Escape: The Curse of the Temple,2012,"Escape: The Curse of the Temple is a cooperative game in which players must escape (yes...) from a temple (yes...) which is cursed (yes...) before the temple collapses and kills one or more explorers, thereby causing everyone to lose.&#10;&#10;The initial game board consists of a row of three square tiles, each showing a combination of two symbols, say, two green adventurers or one green adventurer and one blue key in one corner of the tile. All of the explorers start in the center tile &ndash; the safe room &ndash; and each player starts with a hand of five dice.  Escape is played in real-time, with all players rolling dice and taking actions simultaneously. You must roll the right symbols to enter a room, and if you're at an open doorway, you can roll to reveal the next tile in the stack and add it to that doorway. Some rooms contain combinations of red and blue symbols, and if you (possibly working with other players in the same room) roll enough red or blue symbols, you ""discover"" magic gems, moving them from a separate gem depot onto that tile. The real-time aspect is enforced by a soundtrack to be played during the game. At certain points, a countdown starts, and if players aren't back in the safe room when time is up, they lose one of their dice.&#10;&#10;Once the exit tile is revealed, players can attempt to escape the temple by moving to that tile, then rolling a number of blue dice equal to the magic gems that haven't been removed from the gem depot. Thus, the more gems you find, the easier it is to escape the temple. When a player escapes, he gives one die to a player of his choice. If all players escape before the third countdown, everyone wins; if not, everyone loses, no matter how many players did escape.&#10;&#10;Escape: The Curse of the Temple includes two expansion modules that can be used individually or together. With the ""Treasures"" module, some rooms contain treasure, and when you reveal such a room, you place a face-down treasure chest on the tile. Roll the symbols on that chest tile, and you claim the treasure for use later: a key lets you teleport anywhere, a path lets you connect two rooms that otherwise have no door between them, and a medic kit heals all players instantly (putting black dice back into play). With the ""Curses"" module, some tiles ""curse"" players by forcing them to place one hand on their head, keep mute during play, or otherwise do what you wouldn't want to do while escaping a temple!&#10;&#10;",1,5,10,10,6.96262,6.77363,17113,"['Cooperative Game', 'Dice Rolling', 'Elapsed Real Time Ending', 'Grid Movement', 'Modular Board', 'Physical Removal', 'Push Your Luck', 'Re-rolling and Locking', 'Real-Time', 'Roll / Spin and Move', 'Solo / Solitaire Game', 'Tile Placement']","['Action / Dexterity', 'Adventure', 'Dice', 'Electronic', 'Exploration', 'Real-time']"
247205,Tre Droppar Drakblod,2012,"From Introduction:&#10;&#10;Dv&auml;rgakungen Knut &auml;r sv&aring;rt sjuk och ligger f&ouml;r d&ouml;den. &Auml;rver kronan g&ouml;r hans son, Prins Enok, som vill starta ett krig mellan dv&auml;rgar och m&auml;nniskor. F&ouml;r att omkullkasta hans planer, och r&auml;dda den sjuke kungen, m&aring;ste spelfi gurerna ge sig ut p&aring; ett farligt uppdrag d&auml;r hela rikets framtid st&aring;r p&aring; spel...&#10;&#10;&#10;Translation courtesy of Google:&#10;&#10;The Dwarf Knee Knut is very ill and lies for death. The crown crown does his son, Prince Enok, who wants to start a war between dwarfs and humans. In order to casting his plans, and saving the sick king, the game players must give up out on a dangerous mission where the future of the whole kingdom is at stake ...&#10;&#10;",N/A,N/A,N/A,N/A,6,0,1,[],[]
216053,A Gathering of Storms,2006,"A One-Round Living Greyhawk Geoff Regional Adventure&#10;&#10;From the introduction:&#10;&#10;The northwestern cantrevi of Geoff are still wild from their years under the domination of the giants. Bandits, lost steadings, and feral tribes all vie with one another and the returning refugees for the last morsels the land can give. With hunger quickly becoming famine, can someone find a way check the chaos and uncover the mysteries that hold the region in thrall?&#10;&#10;A Geoff Regional Adventure for APLs 2-8 and Part One of the Path of Purity series.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
265502,Rappan Athuk Level 5D,2018,User Summary:&#10;&#10;A new level of the Rappan Athuk megadungeon created as a stretch goal for the Kickstarter.&#10;&#10;,N/A,N/A,N/A,N/A,8,0,1,[],[]
196978,Journey to the Buried Vale,2016,"From the introduction:&#10;&#10;With the snows of winter receding, the scouts of Citadel Hoarfrost have spotted an unexplored cave nearby in the Buried Vale. As their first assignment, a group of young dwarven adventurers has been selected to journey to the vale and delve the recent discovery. But is their assignment all that it seems, and what dangers await them in the Buried Vale?&#10;&#10;A 2-hour adventure for five 1st level dwarven characters&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
144222,Once Upon a Time... Man,2013,This is an educational game. You are rolling dices to move around the board - depending on the field you stay on - you earn some cards (you can use them against your oponent or to defense yourself) or get questions (correct answer give you positive points). The goal is to score as many points.&#10;&#10;,2,4,45,45,5.84211,0,19,['Roll / Spin and Move'],"['Educational', 'Movies / TV / Radio theme']"
145402,Roolipelaaja (Issue 14 - Mar 2008),N/A,Theme of this issue is Finland and the history and present of finnish RPGs.&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
228515,A Simple Pick Up,2000,"A One Round Living City Adventure&#10;&#10;From the introduction:&#10;&#10;The wizard who hired you said that it would be a simple retrieval of an item for a local lord: a few days ride to Fallentree in the early fall just in time to see the foliage, and then back. But then again, who ever said anything was simple in Ravens Bluff?&#10;&#10;An adventure for tiers 1-5.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
56655,The Book of Familiars (d20 3.0),2004,"From the back of the book:&#10;Familiars For All Classes!&#10;&#10;The Book of Familiars brings together a host of talented writers to bring you a new groundbreaking look at the eleven core classes.  Herein we expand the horizons of familiars and have developed a fully functional, well balanced approach for each character class to gain a familiar or animal companion.&#10;&#10;The Book of Familiars offers a whole new venue for players to expand their existing games and add unheard-of dimensions to any class.  Within these pages, carefully balanced rules allow players to acquire familiars for any character class they play.&#10;&#10;",N/A,N/A,N/A,N/A,7,0,2,[],[]
90009,Eselsbrücke,2011,"The name ""Eselsbr&uuml;cke"" literally means ""donkey bridge"" &ndash; as depicted on the cover of the game Eselsbr&uuml;cke, for example &ndash; but the term also refers to a mnemonic, something used to retain a memory, and that's the goal at the heart of this design from Stefan Dorra and Ralf zur Linde.&#10;&#10;In this game, players must take randomly drawn symbols and objects and create stories from them, ideally memorable and fun stories that will enable other players to recall the objects around which the stories are centered. Whoever builds the best mnemonics &ndash; and listens well to the stories told by others &ndash; has the best chance of winning the game.&#10;&#10;",3,12,30,45,6.98653,5.75263,525,"['Memory', 'Storytelling']",['Memory']
152546,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",N/A,"User Summary&#10;&#10;Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu! is a fighting game based on the Sakigake!! Otokojuku manga and anime. The story revolves around a school for troubled teens that tries to reform them through the use of oendan, a Japanese form of a cheer or pep squad.&#10;&#10;The game is a one-on-one 3d fighting game that features lethal hazards that the player can utilize or fall victim to.&#10;&#10;",1,0,N/A,N/A,0,0,0,[],[]
179043,Cry Havoc! (Issue 15 - Jul 2007),N/A,User summary:&#10;&#10;AT-43; AT-43 Tactics; Confrontation; Cadwallon; Painting Guide; 5 Exclusive Cards&#10;&#10;,N/A,N/A,N/A,N/A,0,0,0,[],[]
270693,Blood Red Skies: Bf 110 Squadron,2019,"This is an expansion set for the WWII aircraft miniatures game Blood Red Skies by Warlord Games and designed by Andy Chambers. This expansion includes a squadron of German Messerschmitt BF110 fighter bombers and additional accessories to add to the core game.&#10;&#10;The Messerschmitt Bf 110, also shortened to Bf 110, is a twin-engine heavy fighter and fighter-bomber in service for the German forces. Armed with 2 20mm cannons and 5 machine guns, it made up for its lack of agility with armament and advanced tactics. Its debut had a large amount of success serving in Poland, France and Norway. Even after, it continued its service until the end of the war.&#10;&#10;Components included in this expansion are:&#10;6 Bf110 Twin-engine Fighters&#10;2 Aircraft Cards&#10;1 Doctrine Card&#10;7 Trait cards&#10;6 Advantage Flying Bases&#10;1 Waterslide Decal Sheet&#10;1 Punchboard with Double-sided Pilot Skills Discs and Chits&#10;&#10;",2,99,30,60,7.5,0,6,"['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']","['Aviation / Flight', 'Expansion for Base-game', 'Miniatures', 'Wargame', 'World War II']"
236384,Bushido: Zenkibo,2015,"A legend amongst the Zephyr guard, Zenkibo is a nimble and ruthless fighter. Swift on the wing and skilled in the Suzume yari, he makes a strong addition to any Tengu warband.&#10;&#10;Blister contains one model, one 30mm base and one full colour profile card.&#10;&#10;",2,2,60,90,7,0,1,"['Action Points', 'Dice Rolling', 'Variable Player Powers']","['Expansion for Base-game', 'Fantasy', 'Miniatures', 'Wargame']"
242833,Dreamer of Mars,2017,"From publisher blurb:&#10;&#10;You woke up, in a body that isn&rsquo;t yours, under a harsh sun, in a scorched, reddish land. You are on Mars, my friend, in a future so remote you cannot even imagine it, your mind hosted by the body of another person. You can access the memories of your host, at least partially; this makes you aware of the dangers.&#10;&#10;Why has this happened? You don&rsquo;t know. Probably only the Virginian captain of which you surely read knows, but he cannot be found anywhere.&#10;&#10;How can you go back home? When you go to sleep here on Mars, you&rsquo;ll eventually return to your life on Earth, but when you sleep again, your consciousness will be back here, on the Red Planet.&#10;&#10;You are a Dreamer of Mars.&#10;&#10;In this new Adventurers Setting you'll find everything you'll need to play in a space romance setting:&#10;&#10;    New races, from the bold Red Martians to the moult-changing Rakhra!&#10;    Swashbuckling!&#10;    Mind powers and the secrets of the Amber Shadow!&#10;    Rules to ""take the metal"" of your enemies!&#10;    Flying airships!&#10;    Dozens of new monsters!&#10;    Six pregens&#10;    A full fledged adventure:""The Green Channel War""&#10;    And much more!&#10;&#10;&#10;Are you ready to venture in the red deserts of Mars?&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
178643,Fantasywelt (Issue 11 - Nov 1986),N/A,"Issue #11 contains the usual mix of articles and gaming material (adventure, trap, NPC...) and reviews.&#10;&#10;",N/A,N/A,N/A,N/A,0,0,0,[],[]
241545,Super Sea War,N/A,Publisher's blurb&#10;&#10;Hi-Res graphics and unique sound add to the excitement of Super Sea War.  This computer enhanced version of Battleship with 3 levels of play includes super salvo with missiles.  All of the ships are graphically displayed as well as the grids.  The program is self documenting and easy enough for a child to play and learn.&#10;&#10;,1,1,N/A,N/A,0,0,0,[],[]
102424,TD Overdrive,N/A,"TD Overdrive or Test Drive Overdrive (known in Europe as Test Drive Overdrive: The Brotherhood of Speed) is the seventh installment in the Test Drive series.&#10;The game also includes Atari's Pong as a minigame, which can be played while races are loading (though not in the European Windows version).&#10;&#10;The game features various modes including Quick Race, Single Race and Underground, the game's main mode. Race mode includes circuit, cop chase and drag race.&#10;The cars do not suffer damage and they can be painted pre-set or custom colors. There are 26 cars in total and 12 of the cars have police variations.&#10;The game has a rock, rap and techno soundtrack consisting of ten artists and seventeen songs, they are played in races and on menus.&#10;&#10;Source: Wikipedia, ""TD Overdrive"", available under the CC-BY-SA License.&#10;&#10;",1,2,N/A,N/A,0,0,0,[],[]
